invoice_no,customer_id,category,quantity,price,invoice_date,shopping_mall
i163708,c622077,souvenir,2,23.46,15-01-2023,metropol avm
i903621,c263823,food & beverage,4,20.92,17-01-2023,metrocity
i872237,c583741,cosmetics,2,81.32,23-01-2023,mall of istanbul
i261021,c166243,shoes,5,3000.85,27-01-2023,mall of istanbul
i755799,c495266,toys,3,107.52,03-03-2023,kanyon
i294682,c106834,clothing,5,1500.4,11-02-2023,emaar square mall
i271659,c866617,shoes,5,3000.85,26-01-2023,metropol avm
i119850,c174314,clothing,1,300.08,06-03-2023,kanyon
i106469,c202260,toys,3,107.52,05-01-2023,istinye park
i252529,c261765,books,1,15.15,31-01-2023,metrocity
i140945,c238533,books,5,75.75,16-01-2023,istinye park
i443150,c111211,clothing,4,1200.32,14-02-2023,istinye park
i315647,c162998,souvenir,1,11.73,08-02-2023,zorlu center
i723336,c675386,toys,3,107.52,08-02-2023,kanyon
i128647,c165751,clothing,3,900.24,09-01-2023,metrocity
i562935,c177157,cosmetics,4,162.64,28-02-2023,metropol avm
i275226,c327149,food & beverage,3,15.69,03-03-2023,metropol avm
i243619,c249470,clothing,2,600.16,26-02-2023,metrocity
i320599,c736901,clothing,4,1200.32,21-01-2023,kanyon
i334416,c301337,clothing,3,900.24,22-01-2023,cevahir avm
i156734,c304999,clothing,2,600.16,17-01-2023,metropol avm
i142376,c285937,clothing,5,1500.4,03-01-2023,metropol avm
i287157,c257160,food & beverage,5,26.15,08-01-2023,mall of istanbul
i246682,c561110,clothing,3,900.24,13-02-2023,emaar square mall
i115567,c256373,toys,3,107.52,03-01-2023,metropol avm
i174513,c228188,toys,3,107.52,07-01-2023,kanyon
i338121,c281280,cosmetics,4,162.64,02-02-2023,metropol avm
i646986,c736439,clothing,5,1500.4,17-02-2023,mall of istanbul
i397321,c191120,clothing,3,900.24,20-01-2023,forum istanbul
i235322,c288205,technology,3,3150.0,24-01-2023,istinye park
i418178,c164883,food & beverage,5,26.15,22-02-2023,kanyon
i270607,c128039,food & beverage,5,26.15,05-01-2023,cevahir avm
i331420,c303645,technology,4,4200.0,04-02-2023,viaport outlet
i608188,c110578,toys,1,35.84,03-03-2023,mall of istanbul
i256473,c303907,technology,1,1050.0,06-02-2023,istinye park
i208147,c118779,shoes,2,1200.34,27-01-2023,emaar square mall
i259910,c130741,food & beverage,5,26.15,17-01-2023,kanyon
i265455,c289550,souvenir,3,35.19,25-01-2023,kanyon
i373494,c727983,toys,2,71.68,17-02-2023,viaport outlet
i196202,c709869,technology,2,2100.0,03-01-2023,mall of istanbul
i243691,c183474,souvenir,3,35.19,27-01-2023,zorlu center
i708668,c148166,clothing,4,1200.32,10-01-2023,zorlu center
i928192,c287467,shoes,5,3000.85,28-01-2023,istinye park
i209407,c250501,food & beverage,3,15.69,05-01-2023,metrocity
i234840,c306425,food & beverage,3,15.69,19-01-2023,forum istanbul
i167289,c211209,clothing,2,600.16,02-01-2023,mall of istanbul
i224256,c336267,clothing,4,1200.32,19-02-2023,kanyon
i287333,c329588,cosmetics,2,81.32,13-01-2023,istinye park
i691195,c191473,clothing,2,600.16,31-01-2023,istinye park
i995486,c133276,clothing,5,1500.4,22-01-2023,metrocity
i299115,c227295,books,4,60.6,07-02-2023,zorlu center
i147309,c356763,clothing,4,1200.32,29-01-2023,metropol avm
i201992,c460493,clothing,2,600.16,10-01-2023,mall of istanbul
i212107,c182345,books,2,30.3,21-02-2023,mall of istanbul
i115563,c244336,food & beverage,1,5.23,26-02-2023,metrocity
i306089,c288579,food & beverage,2,10.46,29-01-2023,istinye park
i190718,c153954,toys,5,179.2,18-02-2023,istinye park
i170484,c605944,shoes,2,1200.34,21-02-2023,forum istanbul
i217510,c154650,souvenir,4,46.92,02-02-2023,metrocity
i428138,c173275,cosmetics,5,203.3,24-01-2023,metrocity
i244800,c255628,clothing,5,1500.4,03-01-2023,istinye park
i292945,c156779,clothing,1,300.08,07-03-2023,mall of istanbul
i209566,c111399,cosmetics,1,40.66,15-02-2023,metrocity
i244624,c331434,cosmetics,3,121.98,14-02-2023,metrocity
i107233,c266065,shoes,5,3000.85,11-01-2023,istinye park
i213984,c142365,cosmetics,1,40.66,04-02-2023,kanyon
i340084,c637750,clothing,5,1500.4,18-01-2023,mall of istanbul
i281472,c167573,food & beverage,4,20.92,06-01-2023,kanyon
i826137,c324872,food & beverage,4,20.92,25-01-2023,kanyon
i317978,c264600,clothing,5,1500.4,16-01-2023,forum istanbul
i423946,c132570,toys,5,179.2,05-02-2023,cevahir avm
i207192,c332042,cosmetics,3,121.98,18-02-2023,metropol avm
i206214,c252430,toys,5,179.2,20-02-2023,metropol avm
i221490,c210739,food & beverage,5,26.15,02-02-2023,metrocity
i245835,c286586,clothing,3,900.24,05-02-2023,istinye park
i616210,c253802,clothing,3,900.24,05-01-2023,metropol avm
i235127,c147985,clothing,1,300.08,10-02-2023,metrocity
i308180,c661673,cosmetics,5,203.3,06-02-2023,kanyon
i853591,c284410,shoes,3,1800.51,24-02-2023,mall of istanbul
i132074,c445550,cosmetics,1,40.66,06-02-2023,mall of istanbul
i213103,c336599,toys,3,107.52,28-02-2023,cevahir avm
i138086,c209268,clothing,1,300.08,05-01-2023,mall of istanbul
i119669,c142109,food & beverage,1,5.23,07-03-2023,metropol avm
i280421,c889096,books,3,45.45,11-02-2023,kanyon
i316547,c537527,food & beverage,2,10.46,05-01-2023,kanyon
i266584,c279393,clothing,5,1500.4,08-01-2023,mall of istanbul
i856910,c254429,clothing,2,600.16,08-01-2023,viaport outlet
i623254,c300858,clothing,2,600.16,30-01-2023,zorlu center
i303359,c465083,souvenir,5,58.65,28-02-2023,kanyon
i514922,c432254,food & beverage,2,10.46,10-01-2023,metrocity
i170530,c584999,books,2,30.3,07-02-2023,mall of istanbul
i102783,c816576,food & beverage,1,5.23,05-02-2023,istinye park
i162319,c271530,food & beverage,1,5.23,20-02-2023,metropol avm
i254687,c241067,toys,3,107.52,19-01-2023,kanyon
i138203,c999854,food & beverage,5,26.15,08-02-2023,viaport outlet
i193871,c863977,clothing,3,900.24,27-01-2023,metrocity
i244144,c105101,clothing,5,1500.4,10-01-2023,metrocity
i209633,c170560,cosmetics,5,203.3,29-01-2023,metropol avm
i277931,c241532,cosmetics,2,81.32,02-01-2023,forum istanbul
i955916,c129937,shoes,1,600.17,14-01-2023,kanyon
i355248,c919338,food & beverage,2,10.46,30-01-2023,metropol avm
i330052,c181654,clothing,3,900.24,13-01-2023,metropol avm
i269779,c435183,clothing,3,900.24,19-02-2023,cevahir avm
i229571,c176513,clothing,3,900.24,25-01-2023,viaport outlet
i304834,c853812,clothing,4,1200.32,11-01-2023,kanyon
i217792,c325037,toys,5,179.2,05-02-2023,mall of istanbul
i971667,c271750,cosmetics,3,121.98,07-02-2023,forum istanbul
i955065,c179668,clothing,2,600.16,17-01-2023,mall of istanbul
i340073,c165044,technology,3,3150.0,20-02-2023,kanyon
i325511,c972714,clothing,3,900.24,17-02-2023,metrocity
i188197,c287276,clothing,5,1500.4,24-02-2023,kanyon
i115630,c126160,shoes,3,1800.51,09-01-2023,metropol avm
i258503,c622983,cosmetics,1,40.66,03-03-2023,kanyon
i193115,c162084,toys,3,107.52,18-01-2023,kanyon
i179969,c754808,souvenir,5,58.65,11-02-2023,kanyon
i548259,c239496,food & beverage,1,5.23,07-03-2023,istinye park
i144344,c243832,cosmetics,1,40.66,18-01-2023,mall of istanbul
i308362,c158215,clothing,4,1200.32,09-02-2023,kanyon
i320411,c366078,souvenir,5,58.65,29-01-2023,kanyon
i257966,c805407,food & beverage,2,10.46,07-01-2023,zorlu center
i365982,c190182,technology,1,1050.0,02-03-2023,viaport outlet
i916317,c920454,clothing,1,300.08,01-03-2023,kanyon
i141459,c277653,cosmetics,5,203.3,24-02-2023,forum istanbul
i950085,c135639,clothing,2,600.16,02-02-2023,cevahir avm
i979439,c120225,toys,4,143.36,18-01-2023,kanyon
i156024,c149363,toys,1,35.84,22-02-2023,istinye park
i866247,c240195,clothing,2,600.16,21-02-2023,viaport outlet
i111018,c238308,cosmetics,5,203.3,01-02-2023,zorlu center
i239054,c548893,clothing,4,1200.32,10-01-2023,kanyon
i794005,c143957,books,5,75.75,18-01-2023,metrocity
i202315,c201393,cosmetics,5,203.3,15-01-2023,forum istanbul
i264957,c187336,books,5,75.75,04-03-2023,metrocity
i293378,c273680,shoes,5,3000.85,15-01-2023,cevahir avm
i235623,c163799,technology,2,2100.0,03-03-2023,zorlu center
i650552,c605655,cosmetics,3,121.98,14-02-2023,mall of istanbul
i223598,c243347,souvenir,2,23.46,04-01-2023,mall of istanbul
i191536,c107192,cosmetics,2,81.32,25-02-2023,kanyon
i789166,c776465,toys,2,71.68,14-02-2023,viaport outlet
i310336,c274104,shoes,3,1800.51,24-02-2023,metrocity
i526072,c750614,cosmetics,2,81.32,24-01-2023,kanyon
i222434,c205712,cosmetics,5,203.3,04-02-2023,mall of istanbul
i405694,c758541,souvenir,2,23.46,04-01-2023,cevahir avm
i254132,c948614,food & beverage,5,26.15,06-03-2023,kanyon
i231322,c290024,clothing,5,1500.4,11-02-2023,metrocity
i290085,c734415,clothing,3,900.24,27-02-2023,metrocity
i180610,c249436,books,1,15.15,10-02-2023,kanyon
i310784,c336964,clothing,1,300.08,24-02-2023,cevahir avm
i708607,c961631,clothing,2,600.16,17-01-2023,cevahir avm
i241260,c377325,clothing,4,1200.32,06-03-2023,mall of istanbul
i765738,c254811,cosmetics,2,81.32,30-01-2023,istinye park
i263592,c163476,food & beverage,3,15.69,31-01-2023,metropol avm
i306840,c199488,shoes,1,600.17,03-01-2023,mall of istanbul
i627218,c868802,clothing,1,300.08,07-01-2023,kanyon
i317450,c168779,clothing,1,300.08,27-01-2023,metrocity
i689579,c584490,clothing,2,600.16,09-01-2023,mall of istanbul
i284862,c148706,clothing,4,1200.32,13-01-2023,mall of istanbul
i412228,c196633,food & beverage,2,10.46,04-01-2023,metropol avm
i170316,c315587,cosmetics,3,121.98,29-01-2023,metrocity
i339028,c244143,clothing,3,900.24,13-02-2023,zorlu center
i661954,c219713,technology,4,4200.0,09-02-2023,metropol avm
i112969,c110867,clothing,4,1200.32,02-01-2023,mall of istanbul
i167408,c129577,food & beverage,2,10.46,11-01-2023,emaar square mall
i796103,c115757,food & beverage,1,5.23,06-03-2023,mall of istanbul
i181732,c839563,shoes,2,1200.34,11-02-2023,emaar square mall
i107501,c149781,shoes,2,1200.34,23-02-2023,mall of istanbul
i192591,c236835,cosmetics,2,81.32,08-03-2023,metropol avm
i107015,c828819,cosmetics,2,81.32,01-02-2023,kanyon
i322028,c132833,toys,2,71.68,29-01-2023,forum istanbul
i249651,c200218,toys,5,179.2,27-02-2023,istinye park
i326093,c211964,clothing,5,1500.4,10-01-2023,metrocity
i121320,c243193,clothing,4,1200.32,16-02-2023,metrocity
i160434,c186827,food & beverage,1,5.23,28-01-2023,cevahir avm
i119409,c321413,clothing,2,600.16,16-01-2023,istinye park
i247451,c178881,toys,3,107.52,23-02-2023,forum istanbul
i324083,c701003,clothing,5,1500.4,26-02-2023,kanyon
i153237,c318137,clothing,1,300.08,11-02-2023,metropol avm
i108897,c206416,technology,2,2100.0,19-01-2023,metrocity
i218542,c261935,souvenir,2,23.46,20-01-2023,metrocity
i244983,c201056,cosmetics,3,121.98,07-01-2023,metropol avm
i216051,c272264,clothing,5,1500.4,18-01-2023,metropol avm
i323781,c896394,clothing,4,1200.32,15-02-2023,emaar square mall
i227669,c578175,shoes,3,1800.51,15-01-2023,kanyon
i288130,c563348,clothing,4,1200.32,27-01-2023,metrocity
i832760,c883945,clothing,5,1500.4,24-01-2023,kanyon
i240717,c340264,clothing,2,600.16,29-01-2023,istinye park
i319260,c216688,shoes,2,1200.34,04-02-2023,zorlu center
i166272,c270293,food & beverage,4,20.92,19-01-2023,zorlu center
i125095,c237606,clothing,2,600.16,01-01-2023,istinye park
i706214,c118167,cosmetics,2,81.32,09-01-2023,zorlu center
i137513,c314004,clothing,1,300.08,25-02-2023,metrocity
i175396,c173341,food & beverage,1,5.23,06-03-2023,mall of istanbul
i167805,c203973,souvenir,5,58.65,24-01-2023,kanyon
i666521,c132298,food & beverage,1,5.23,15-01-2023,metrocity
i164995,c326733,food & beverage,3,15.69,06-02-2023,metropol avm
i654927,c308067,toys,3,107.52,15-01-2023,kanyon
i217455,c241577,shoes,1,600.17,27-01-2023,cevahir avm
i307431,c281868,clothing,1,300.08,03-01-2023,kanyon
i104269,c332450,toys,3,107.52,06-03-2023,kanyon
i140403,c253071,food & beverage,4,20.92,10-02-2023,metrocity
i124307,c149155,clothing,4,1200.32,11-01-2023,kanyon
i559774,c108256,clothing,3,900.24,19-02-2023,metrocity
i833719,c145977,clothing,5,1500.4,22-02-2023,zorlu center
i261638,c936824,shoes,1,600.17,19-02-2023,metrocity
i117064,c176132,cosmetics,1,40.66,24-01-2023,mall of istanbul
i401270,c242156,clothing,1,300.08,08-02-2023,kanyon
i216913,c111586,cosmetics,3,121.98,16-01-2023,metrocity
i223192,c165196,toys,4,143.36,23-01-2023,forum istanbul
i176975,c923166,cosmetics,1,40.66,27-02-2023,metropol avm
i108145,c181704,food & beverage,5,26.15,29-01-2023,kanyon
i282565,c158602,clothing,5,1500.4,04-01-2023,istinye park
i800173,c434769,souvenir,3,35.19,26-02-2023,cevahir avm
i287668,c200220,clothing,5,1500.4,24-02-2023,metrocity
i290342,c442385,shoes,4,2400.68,21-01-2023,kanyon
i302110,c158282,clothing,1,300.08,15-01-2023,istinye park
i160292,c192825,food & beverage,2,10.46,29-01-2023,viaport outlet
i308631,c182467,food & beverage,5,26.15,28-02-2023,viaport outlet
i123793,c452919,technology,4,4200.0,06-01-2023,metrocity
i261491,c457782,food & beverage,1,5.23,08-03-2023,kanyon
i887815,c248792,food & beverage,2,10.46,24-02-2023,emaar square mall
i278277,c140379,food & beverage,2,10.46,19-02-2023,zorlu center
i142062,c230375,clothing,2,600.16,05-03-2023,kanyon
i171917,c236271,food & beverage,1,5.23,09-02-2023,metropol avm
i265590,c231895,cosmetics,3,121.98,17-01-2023,zorlu center
i233819,c101134,technology,3,3150.0,17-02-2023,forum istanbul
i465075,c396170,clothing,1,300.08,28-02-2023,metrocity
i382363,c264013,cosmetics,2,81.32,06-01-2023,kanyon
i123686,c114023,souvenir,2,23.46,22-02-2023,metropol avm
i327430,c319962,shoes,5,3000.85,01-01-2023,cevahir avm
i137493,c294351,books,2,30.3,31-01-2023,istinye park
i980428,c799964,clothing,2,600.16,05-01-2023,mall of istanbul
i761168,c245637,clothing,3,900.24,07-01-2023,mall of istanbul
i225933,c980446,clothing,2,600.16,15-02-2023,kanyon
i358987,c336584,shoes,5,3000.85,08-01-2023,kanyon
i267565,c978016,food & beverage,5,26.15,02-03-2023,mall of istanbul
i269615,c965146,toys,1,35.84,01-02-2023,metrocity
i742102,c525058,clothing,5,1500.4,08-01-2023,kanyon
i135285,c185719,cosmetics,5,203.3,25-01-2023,metrocity
i742696,c553587,toys,3,107.52,12-01-2023,emaar square mall
i142858,c442794,clothing,2,600.16,17-02-2023,forum istanbul
i206465,c923742,souvenir,2,23.46,24-01-2023,istinye park
i622846,c162179,clothing,5,1500.4,05-03-2023,metropol avm
i286019,c550429,clothing,2,600.16,26-02-2023,kanyon
i334835,c150556,cosmetics,4,162.64,16-02-2023,metropol avm
i195059,c209156,food & beverage,3,15.69,14-02-2023,metropol avm
i279475,c247110,food & beverage,4,20.92,02-01-2023,kanyon
i105406,c205056,clothing,2,600.16,19-02-2023,kanyon
i155598,c339038,clothing,2,600.16,16-01-2023,metropol avm
i176041,c261520,books,3,45.45,04-01-2023,mall of istanbul
i205122,c180551,technology,5,5250.0,25-02-2023,mall of istanbul
i284731,c169393,souvenir,2,23.46,25-01-2023,cevahir avm
i139374,c284830,clothing,1,300.08,30-01-2023,istinye park
i290811,c181317,clothing,4,1200.32,14-02-2023,zorlu center
i145594,c129978,food & beverage,4,20.92,08-02-2023,mall of istanbul
i257764,c132096,food & beverage,5,26.15,01-02-2023,kanyon
i364134,c184700,technology,3,3150.0,07-03-2023,forum istanbul
i139100,c105983,toys,5,179.2,04-03-2023,mall of istanbul
i229275,c310835,shoes,2,1200.34,01-02-2023,mall of istanbul
i737340,c214897,cosmetics,4,162.64,24-02-2023,metrocity
i289728,c132516,clothing,1,300.08,06-03-2023,cevahir avm
i840140,c299650,clothing,1,300.08,11-01-2023,mall of istanbul
i812146,c829389,books,3,45.45,06-03-2023,mall of istanbul
i270572,c216781,toys,4,143.36,25-01-2023,mall of istanbul
i201521,c304556,shoes,5,3000.85,04-03-2023,kanyon
i313930,c679251,clothing,4,1200.32,28-01-2023,kanyon
i334660,c247752,cosmetics,2,81.32,25-01-2023,emaar square mall
i270298,c612055,toys,5,179.2,03-03-2023,metrocity
i196913,c131815,clothing,1,300.08,07-02-2023,kanyon
i130014,c197094,cosmetics,5,203.3,09-01-2023,mall of istanbul
i333895,c229548,clothing,4,1200.32,10-01-2023,kanyon
i200554,c823143,toys,2,71.68,25-02-2023,viaport outlet
i839253,c179955,cosmetics,4,162.64,31-01-2023,emaar square mall
i101379,c275478,clothing,1,300.08,16-01-2023,kanyon
i170502,c339695,books,3,45.45,02-03-2023,kanyon
i151848,c200321,cosmetics,4,162.64,25-01-2023,metropol avm
i185363,c168871,clothing,1,300.08,27-02-2023,viaport outlet
i913272,c208156,toys,1,35.84,26-01-2023,kanyon
i163330,c339245,clothing,2,600.16,19-01-2023,metropol avm
i167027,c245537,souvenir,3,35.19,25-01-2023,metrocity
i205683,c732138,shoes,3,1800.51,01-02-2023,kanyon
i976953,c287226,souvenir,2,23.46,01-01-2023,cevahir avm
i297288,c264889,clothing,3,900.24,28-01-2023,forum istanbul
i163522,c837603,clothing,1,300.08,19-01-2023,istinye park
i179662,c457675,clothing,1,300.08,04-03-2023,kanyon
i192101,c702996,shoes,3,1800.51,09-02-2023,zorlu center
i234214,c564425,cosmetics,3,121.98,29-01-2023,mall of istanbul
i218485,c180744,shoes,2,1200.34,05-02-2023,metrocity
i254905,c355056,food & beverage,1,5.23,05-01-2023,mall of istanbul
i461918,c265458,food & beverage,4,20.92,12-02-2023,kanyon
i841351,c113204,clothing,4,1200.32,12-01-2023,metropol avm
i150923,c181406,clothing,3,900.24,01-02-2023,zorlu center
i192767,c304097,clothing,4,1200.32,24-02-2023,forum istanbul
i271384,c279691,toys,3,107.52,13-01-2023,kanyon
i136097,c245749,clothing,1,300.08,20-02-2023,metrocity
i171143,c113171,shoes,1,600.17,06-03-2023,metrocity
i243563,c150004,shoes,1,600.17,21-01-2023,mall of istanbul
i182157,c317102,clothing,2,600.16,03-01-2023,metrocity
i305225,c267624,clothing,3,900.24,19-02-2023,zorlu center
i232731,c408917,clothing,3,900.24,28-02-2023,metrocity
i555750,c137911,shoes,4,2400.68,17-02-2023,kanyon
i101871,c233682,cosmetics,4,162.64,22-01-2023,kanyon
i280571,c149197,shoes,4,2400.68,13-02-2023,mall of istanbul
i175079,c206637,technology,5,5250.0,01-01-2023,metrocity
i257186,c329051,shoes,1,600.17,06-02-2023,istinye park
i932938,c156347,shoes,2,1200.34,25-02-2023,zorlu center
i139599,c812628,clothing,5,1500.4,23-02-2023,istinye park
i276099,c281958,food & beverage,1,5.23,02-02-2023,viaport outlet
i185648,c302085,books,2,30.3,02-01-2023,mall of istanbul
i235823,c242832,clothing,4,1200.32,14-02-2023,emaar square mall
i212036,c137223,clothing,4,1200.32,02-01-2023,viaport outlet
i887380,c675789,clothing,5,1500.4,05-01-2023,kanyon
i279827,c149999,clothing,4,1200.32,11-01-2023,metropol avm
i132482,c127399,cosmetics,5,203.3,31-01-2023,mall of istanbul
i373607,c570558,cosmetics,4,162.64,12-01-2023,forum istanbul
i214630,c116851,toys,2,71.68,18-02-2023,mall of istanbul
i131179,c943767,souvenir,5,58.65,20-01-2023,istinye park
i192567,c341735,clothing,2,600.16,02-02-2023,kanyon
i569279,c241300,toys,5,179.2,13-02-2023,metropol avm
i180820,c102043,clothing,4,1200.32,04-02-2023,kanyon
i339231,c494720,clothing,4,1200.32,12-01-2023,kanyon
i744684,c324975,cosmetics,2,81.32,14-02-2023,zorlu center
i711080,c548660,technology,3,3150.0,02-03-2023,kanyon
i338957,c617810,clothing,2,600.16,07-03-2023,kanyon
i963102,c154968,cosmetics,3,121.98,07-03-2023,istinye park
i171665,c199005,clothing,3,900.24,30-01-2023,mall of istanbul
i328104,c142153,food & beverage,5,26.15,23-02-2023,istinye park
i787882,c720298,cosmetics,1,40.66,05-03-2023,viaport outlet
i328842,c257321,clothing,3,900.24,07-03-2023,metropol avm
i345170,c108141,food & beverage,1,5.23,08-03-2023,kanyon
i128564,c209569,toys,2,71.68,10-01-2023,zorlu center
i305737,c270938,cosmetics,1,40.66,20-01-2023,istinye park
i279241,c285268,food & beverage,5,26.15,01-03-2023,kanyon
i151061,c234391,books,1,15.15,26-02-2023,emaar square mall
i238347,c218082,souvenir,3,35.19,15-02-2023,mall of istanbul
i284956,c175421,shoes,1,600.17,15-02-2023,kanyon
i632111,c241536,technology,3,3150.0,30-01-2023,kanyon
i161405,c196009,toys,3,107.52,01-01-2023,kanyon
i230491,c172328,clothing,4,1200.32,22-01-2023,istinye park
i164487,c792205,shoes,3,1800.51,30-01-2023,emaar square mall
i315993,c130555,cosmetics,1,40.66,07-01-2023,viaport outlet
i298067,c180976,shoes,5,3000.85,02-02-2023,kanyon
i267139,c182035,cosmetics,4,162.64,02-01-2023,istinye park
i496346,c630561,technology,5,5250.0,29-01-2023,metrocity
i189165,c169359,clothing,1,300.08,29-01-2023,viaport outlet
i334143,c110082,cosmetics,2,81.32,25-01-2023,mall of istanbul
i785568,c892520,cosmetics,2,81.32,10-01-2023,emaar square mall
i502464,c765790,cosmetics,2,81.32,15-01-2023,mall of istanbul
i380620,c667823,clothing,2,600.16,09-02-2023,cevahir avm
i788857,c110795,cosmetics,1,40.66,11-02-2023,viaport outlet
i290008,c746970,books,2,30.3,15-01-2023,metropol avm
i153700,c232387,clothing,4,1200.32,12-02-2023,zorlu center
i454276,c648284,cosmetics,5,203.3,24-02-2023,kanyon
i582438,c883783,food & beverage,1,5.23,03-01-2023,forum istanbul
i205798,c161589,clothing,1,300.08,14-01-2023,metrocity
i149847,c305779,shoes,5,3000.85,02-02-2023,kanyon
i134780,c288191,clothing,4,1200.32,20-02-2023,metropol avm
i487244,c184038,cosmetics,5,203.3,30-01-2023,cevahir avm
i297753,c141149,cosmetics,4,162.64,20-01-2023,kanyon
i172433,c298481,cosmetics,5,203.3,15-02-2023,mall of istanbul
i596696,c205754,shoes,4,2400.68,21-01-2023,kanyon
i322903,c326585,toys,4,143.36,24-02-2023,kanyon
i284614,c910832,cosmetics,4,162.64,05-03-2023,metrocity
i644747,c661001,souvenir,5,58.65,27-01-2023,mall of istanbul
i212392,c234222,toys,3,107.52,17-01-2023,mall of istanbul
i338781,c685377,technology,5,5250.0,04-01-2023,metrocity
i516664,c267577,books,2,30.3,22-01-2023,zorlu center
i306171,c674144,cosmetics,3,121.98,25-01-2023,metrocity
i528072,c161021,clothing,5,1500.4,18-02-2023,kanyon
i104927,c232010,food & beverage,3,15.69,05-03-2023,metrocity
i288121,c151343,clothing,4,1200.32,05-01-2023,mall of istanbul
i273026,c194102,toys,3,107.52,15-02-2023,viaport outlet
i133210,c314682,technology,3,3150.0,23-02-2023,istinye park
i814329,c223011,shoes,5,3000.85,21-01-2023,kanyon
i503879,c263026,food & beverage,4,20.92,23-02-2023,forum istanbul
i223468,c121747,food & beverage,4,20.92,19-01-2023,viaport outlet
i208461,c251302,toys,5,179.2,03-03-2023,mall of istanbul
i632149,c313177,clothing,1,300.08,03-02-2023,metrocity
i853261,c131352,books,2,30.3,24-01-2023,metrocity
i201015,c268937,cosmetics,5,203.3,19-01-2023,kanyon
i138375,c198092,toys,2,71.68,12-02-2023,istinye park
i344390,c152796,clothing,5,1500.4,19-01-2023,kanyon
i692902,c184666,clothing,5,1500.4,14-02-2023,forum istanbul
i114754,c176529,clothing,1,300.08,07-03-2023,metropol avm
i728975,c142731,cosmetics,3,121.98,30-01-2023,metrocity
i200865,c109079,shoes,1,600.17,19-02-2023,kanyon
i290473,c758886,clothing,5,1500.4,02-02-2023,emaar square mall
i138673,c402984,food & beverage,2,10.46,20-02-2023,cevahir avm
i517361,c209942,technology,4,4200.0,08-01-2023,cevahir avm
i210335,c652961,shoes,4,2400.68,02-02-2023,forum istanbul
i274762,c101489,clothing,1,300.08,21-01-2023,metropol avm
i212985,c230290,cosmetics,4,162.64,06-01-2023,kanyon
i223358,c165787,clothing,3,900.24,18-02-2023,metropol avm
i249923,c910873,books,1,15.15,20-02-2023,mall of istanbul
i285132,c334260,technology,4,4200.0,10-01-2023,kanyon
i695389,c334573,shoes,2,1200.34,12-02-2023,metrocity
i159403,c175290,clothing,2,600.16,23-02-2023,mall of istanbul
i187634,c211885,toys,4,143.36,30-01-2023,metropol avm
i929717,c965779,shoes,1,600.17,29-01-2023,kanyon
i980905,c810189,clothing,2,600.16,04-01-2023,cevahir avm
i102008,c171022,clothing,5,1500.4,15-02-2023,forum istanbul
i907828,c337281,food & beverage,5,26.15,04-02-2023,metrocity
i144411,c244280,technology,5,5250.0,18-02-2023,forum istanbul
i121354,c219875,shoes,3,1800.51,06-02-2023,mall of istanbul
i292143,c245544,cosmetics,3,121.98,23-01-2023,istinye park
i633363,c727775,clothing,2,600.16,04-01-2023,viaport outlet
i312034,c378521,food & beverage,1,5.23,21-02-2023,istinye park
i304977,c284515,cosmetics,4,162.64,08-02-2023,istinye park
i237006,c230129,souvenir,3,35.19,12-02-2023,kanyon
i503383,c207811,clothing,3,900.24,22-01-2023,metropol avm
i175112,c160501,cosmetics,2,81.32,11-02-2023,mall of istanbul
i157366,c318476,clothing,5,1500.4,13-02-2023,forum istanbul
i904842,c222512,clothing,2,600.16,09-02-2023,kanyon
i219707,c151706,clothing,4,1200.32,22-02-2023,kanyon
i174404,c539158,clothing,5,1500.4,13-01-2023,mall of istanbul
i100024,c244411,books,3,45.45,05-01-2023,emaar square mall
i171641,c138062,clothing,5,1500.4,07-01-2023,forum istanbul
i578145,c121654,cosmetics,4,162.64,21-02-2023,istinye park
i324152,c225611,souvenir,1,11.73,28-01-2023,kanyon
i179173,c489253,cosmetics,2,81.32,06-02-2023,metrocity
i262979,c991357,cosmetics,5,203.3,27-01-2023,mall of istanbul
i178139,c123995,shoes,2,1200.34,01-02-2023,istinye park
i723795,c543839,cosmetics,1,40.66,04-03-2023,kanyon
i225784,c351029,shoes,1,600.17,31-01-2023,mall of istanbul
i306075,c267820,clothing,2,600.16,01-03-2023,istinye park
i261405,c863432,food & beverage,1,5.23,01-03-2023,metropol avm
i825735,c109331,cosmetics,2,81.32,02-01-2023,metrocity
i285436,c175385,food & beverage,1,5.23,27-02-2023,mall of istanbul
i109829,c213729,clothing,3,900.24,13-02-2023,mall of istanbul
i287900,c117319,toys,3,107.52,12-01-2023,metrocity
i145719,c282350,food & beverage,1,5.23,11-02-2023,metrocity
i251790,c458789,books,2,30.3,25-01-2023,emaar square mall
i539656,c107807,food & beverage,2,10.46,07-02-2023,kanyon
i313625,c116041,clothing,2,600.16,19-02-2023,viaport outlet
i400787,c181412,cosmetics,1,40.66,21-01-2023,mall of istanbul
i296049,c166539,clothing,3,900.24,10-02-2023,mall of istanbul
i207074,c893408,clothing,2,600.16,28-01-2023,kanyon
i198960,c830453,clothing,1,300.08,04-01-2023,viaport outlet
i190638,c176554,clothing,4,1200.32,12-02-2023,kanyon
i632161,c630367,cosmetics,3,121.98,24-02-2023,mall of istanbul
i329713,c327757,cosmetics,5,203.3,20-01-2023,viaport outlet
