cds,rtype,sname,dname,cname,enroll12,NumTstTakr,AvgScrRead,AvgScrMath,AvgScrWrite,NumGE1500,CDSCode,NCESDist,NCESSchool,StatusType,County,District,School,Street,StreetAbr,City,Zip,State,MailStreet,MailStrAbr,MailCity,MailZip,MailState,Phone,Ext,Website,OpenDate,ClosedDate,Charter,CharterNum,FundingType,DOC,DOCType,SOC,SOCType,EdOpsCode,EdOpsName,EILCode,EILName,GSoffered,GSserved,Virtual,Magnet,Latitude,Longitude,AdmFName1,AdmLName1,AdmEmail1,AdmFName2,AdmLName2,AdmEmail2,AdmFName3,AdmLName3,AdmEmail3,LastUpdate
7618040730051,S,California High,San Ramon Valley Unified,Contra Costa,630,435,576.0,606.0,571.0,342.0,7618040730051,635130.0,5943.0,Active,Contra Costa,San Ramon Valley Unified,California High,9870 Broadmoor Drive,9870 Broadmoor Dr.,San Ramon,94583-2942,CA,9870 Broadmoor Drive,9870 Broadmoor Dr.,San Ramon,94583-2942,CA,(925) 803-3200,,www.chs.srvusd.net,1980-07-01,,0.0,,,54,Unified School District,66.0,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,0.0,37.747296,-121.94758,Sarah,Cranford,scranford@srvusd.net,,,,,,,2015-09-10
30736430102871,S,Arnold O. Beckman High,Tustin Unified,Orange,590,384,565.0,595.0,572.0,284.0,30736430102871,640150.0,10994.0,Active,Orange,Tustin Unified,Arnold O. Beckman High,3588 Bryan Avenue,3588 Bryan Ave.,Irvine,92602-1347,CA,300 South C Street,300 South C St.,Tustin,92780,CA,(714) 734-2900,,,2004-08-30,,0.0,,,54,Unified School District,66.0,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,P,1.0,33.71871,-117.78076,Donnie,Rafter,drafter@tustin.k12.ca.us,,,,,,,2016-07-19
41690474130217,S,Aragon High,San Mateo Union High,San Mateo,318,231,567.0,581.0,572.0,167.0,41690474130217,634980.0,5919.0,Active,San Mateo,San Mateo Union High,Aragon High,900 Alameda de Las Pulgas,900 Alameda de Las Pulgas,San Mateo,94402-3357,CA,900 Alameda de Las Pulgas,900 Alameda de Las Pulgas,San Mateo,94402-3357,CA,(650) 558-2999,,www.edline.net/pages/aragon_high_school,1980-07-01,,0.0,,,56,High School District,66.0,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,0.0,37.551654,-122.32847,Pat,Kurtz,pkurtz@smuhsd.org,,,,,,,2015-06-18
56737595630116,S,Westlake High,Conejo Valley Unified,Ventura,575,389,570.0,592.0,573.0,298.0,56737595630116,609640.0,1031.0,Active,Ventura,Conejo Valley Unified,Westlake High,100 North Lakeview Canyon Road,100 North Lakeview Canyon Rd.,Westlake Village,91362-3895,CA,100 North Lakeview Canyon Road,100 North Lakeview Canyon Rd.,Westlake Village,91362-3895,CA,(805) 497-6711,,,1980-07-01,,0.0,,,54,Unified School District,66.0,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,0.0,34.158871,-118.81779,Nicole,Judd,njudd@conejousd.org,Jason,Branham,jbranham@conejousd.org,,,,2015-07-09
19646831930080,S,Agoura High,Las Virgenes Unified,Los Angeles,536,288,571.0,576.0,573.0,236.0,19646831930080,621000.0,2518.0,Active,Los Angeles,Las Virgenes Unified,Agoura High,28545 West Driver Avenue,28545 West Driver Ave.,Agoura,91301-3335,CA,28545 West Driver Avenue,28545 West Driver Ave.,Agoura,91301-3335,CA,(818) 889-1262,,www.ahschargers.com,1980-07-01,,0.0,,,54,Unified School District,66.0,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,P,0.0,34.15104,-118.74948,Brian,Mercer,bmercer@lvusd.org,,,,,,,2015-06-18
1611270130450,S,Albany High,Albany City Unified,Alameda,273,178,572.0,599.0,574.0,136.0,1611270130450,601860.0,59.0,Active,Alameda,Albany City Unified,Albany High,603 Key Route Boulevard,603 Key Route Blvd.,Albany,94706-1422,CA,603 Key Route Boulevard,603 Key Route Blvd.,Albany,94706-1422,CA,(510) 558-2500,,,1980-07-01,,0.0,,,54,Unified School District,66.0,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,0.0,37.896661,-122.29257,Jeff,Anderson,cjanderson@ausdk12.org,,,,,,,2015-12-21
1611270000000,D,,Albany City Unified,Alameda,289,178,572.0,599.0,574.0,136.0,1611270000000,601860.0,,Active,Alameda,Albany City Unified,,1051 Monroe Street,1051 Monroe St.,Albany,94706-2213,CA,1051 Monroe Street,1051 Monroe St.,Albany,94706-2213,CA,(510) 558-3750,,www.ausdk12.org,,,,,,54,Unified School District,,,,,,,,,,,37.884367,-122.2987,Valerie,Williams,vwilliams@ausdk12.org,,,,,,,2015-06-23
1611430131177,S,Berkeley High,Berkeley Unified,Alameda,741,450,583.0,580.0,574.0,335.0,1611430131177,604740.0,432.0,Active,Alameda,Berkeley Unified,Berkeley High,1980 Allston Way,1980 Allston Way,Berkeley,94704-1463,CA,1980 Allston Way,1980 Allston Way,Berkeley,94704-1463,CA,(510) 644-6120,,,1980-07-01,,0.0,,,54,Unified School District,66.0,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,0.0,37.868913,-122.2712,Sam,Pasarow,sampasarow@berkeley.net,Sam,Pasarow,sampasarow@berkeley.net,,,,2015-08-12
21654820000000,D,,Tamalpais Union High,Marin,938,609,579.0,578.0,574.0,500.0,21654820000000,638790.0,,Active,Marin,Tamalpais Union High,,395 Doherty Drive,395 Doherty Dr.,Larkspur,94977-0605,CA,PO Box 605,PO Box 605,Larkspur,94977-0605,CA,(415) 945-3600,,www.tamdistrict.org,,,,,,56,High School District,,,,,,,,,,,37.938165,-122.53266,David,Yoshihara,dyoshihara@tamdistrict.org,,,,,,,2016-08-17
27659870000000,D,,Carmel Unified,Monterey,202,40,601.0,584.0,575.0,32.0,27659870000000,607530.0,,Active,Monterey,Carmel Unified,,4380 Carmel Valley Road,4380 Carmel Valley Rd.,Carmel,93923-7942,CA,PO Box 222700,PO Box 222700,Carmel,93922-2700,CA,(831) 624-1546,,www.carmelunified.org,,,,,,54,Unified School District,,,,,,,,,,,36.543687,-121.89575,Karen,Hendricks,khendricks@carmelunified.org,,,,,,,2016-06-30
27659872730414,S,Carmel High,Carmel Unified,Monterey,193,40,601.0,584.0,575.0,32.0,27659872730414,607530.0,718.0,Active,Monterey,Carmel Unified,Carmel High,3600 Ocean Avenue,3600 Ocean Ave.,Carmel,93923,CA,PO Box 222780,PO Box 222780,Carmel,93922-2780,CA,(831) 624-1821,,,1980-07-01,,0.0,,,54,Unified School District,66.0,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,0.0,36.55442,-121.9094,Rick,Lopez,rlopez@carmelunified.org,,,,,,,2015-06-18
41690624133716,S,Menlo-Atherton High,Sequoia Union High,San Mateo,486,295,580.0,593.0,575.0,215.0,41690624133716,636390.0,6195.0,Active,San Mateo,Sequoia Union High,Menlo-Atherton High,555 Middlefield Road,555 Middlefield Rd.,Atherton,94025-3438,CA,555 Middlefield Road,555 Middlefield Rd.,Atherton,94025-3438,CA,(650) 322-5311,,,1980-07-01,,0.0,,,56,High School District,66.0,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,0.0,37.459107,-122.17331,Simone,Kennel,srkennel@seq.org,,,,,,,2015-07-09
31668450000000,D,,Loomis Union Elementary,Placer,13,11,594.0,550.0,576.0,8.0,31668450000000,622560.0,,Active,Placer,Loomis Union Elementary,,3290 Humphrey Road,3290 Humphrey Rd.,Loomis,95650-9043,CA,3290 Humphrey Road,3290 Humphrey Rd.,Loomis,95650-9043,CA,(916) 652-1800,,www.loomis-usd.k12.ca.us,,,,,,52,Elementary School District,,,,,,,,,,,38.830615,-121.20104,Gordon,Medd,gmedd@loomis-usd.k12.ca.us,,,,,,,2015-06-23
21654822133692,S,Tamalpais High,Tamalpais Union High,Marin,290,205,578.0,571.0,576.0,165.0,21654822133692,638790.0,6526.0,Active,Marin,Tamalpais Union High,Tamalpais High,700 Miller Avenue,700 Miller Ave.,Mill Valley,94941-2926,CA,700 Miller Avenue,700 Miller Ave.,Mill Valley,94941-2926,CA,(415) 380-3510,,www.tamhigh.org,1908-07-01,,0.0,,,56,High School District,66.0,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,0.0,37.891296,-122.52724,JC,Farr,jcfarr@tamdistrict.org,,,,,,,2016-08-22
31668450121418,S,John Adams Academy,Loomis Union Elementary,Placer,13,11,594.0,550.0,576.0,8.0,31668450121418,622560.0,12569.0,Active,Placer,Loomis Union Elementary,John Adams Academy,One Sierragate Plaza,One Sierragate Plaza,Roseville,95678-5423,CA,One Sierragate Plaza,One Sierragate Plaza,Roseville,95678-5423,CA,(916) 780-6800,,www.johnadamsacademy.com,2011-09-06,,1.0,1169,Directly funded,52,Elementary School District,65.0,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,K-12,K-12,N,0.0,38.754144,-121.26599,Heather,Brown,heather.brown@johnadamsacademy.org,,,,,,,2016-07-20
29663570112367,S,William & Marian Ghidotti High,Nevada Joint Union High,Nevada,32,32,622.0,608.0,576.0,29.0,29663570112367,626880.0,11700.0,Active,Nevada,Nevada Joint Union High,William & Marian Ghidotti High,250 Sierra College Drive,250 Sierra College Dr.,Grass Valley,95945-5726,CA,250 Sierra College Drive,250 Sierra College Dr.,Grass Valley,95945-5726,CA,(530) 274-5270,,www.njuhsd.com,2006-08-16,,0.0,,,56,High School District,63.0,Alternative Schools of Choice,ALTSOC,Alternative School of Choice,HS,High School,9-12,9-12,P,0.0,39.233819,-121.05064,Noah,Levinson,nlevinson@njuhsd.com,,,,,,,2015-11-25
30665550000000,D,,Laguna Beach Unified,Orange,226,74,572.0,585.0,577.0,62.0,30665550000000,620370.0,,Active,Orange,Laguna Beach Unified,,550 Blumont Street,550 Blumont St.,Laguna Beach,92651-2356,CA,550 Blumont Street,550 Blumont St.,Laguna Beach,92651-2356,CA,(949) 497-7700,5204.0,www.lbusd.org,,,,,,54,Unified School District,,,,,,,,,,,33.54246,-117.77838,Jason,Viloria,jviloria@lbusd.org,,,,,,,2016-07-08
30736503030285,S,Woodbridge High,Irvine Unified,Orange,615,373,571.0,614.0,577.0,298.0,30736503030285,684500.0,7376.0,Active,Orange,Irvine Unified,Woodbridge High,2 Meadowbrook,2 Meadowbrook,Irvine,92604-4726,CA,2 Meadowbrook,2 Meadowbrook,Irvine,92604-4726,CA,(949) 786-1104,,www.iusd.org/whs,1980-07-01,,0.0,,,54,Unified School District,66.0,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,0.0,33.67788,-117.80572,Christopher,Krebs,christopherkrebs@iusd.org,,,,,,,2015-06-18
19753331935808,S,Mira Costa High,Manhattan Beach Unified,Los Angeles,620,415,571.0,584.0,577.0,338.0,19753331935808,600025.0,6328.0,Active,Los Angeles,Manhattan Beach Unified,Mira Costa High,1401 Artesia Boulevard,1401 Artesia Blvd.,Manhattan Beach,90266-6968,CA,325 South Peck Avenue,325 South Peck Ave.,Manhattan Beach,90266,CA,(310) 318-7337,5003.0,,1980-07-01,,0.0,,,54,Unified School District,66.0,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,0.0,33.872932,-118.38948,Ben,Dale,bdale@mbusd.org,,,,,,,2016-07-01
19753330000000,D,,Manhattan Beach Unified,Los Angeles,631,415,571.0,584.0,577.0,338.0,19753330000000,600025.0,,Active,Los Angeles,Manhattan Beach Unified,,325 South Peck Avenue,325 South Peck Ave.,Manhattan Beach,90266-2478,CA,325 South Peck Avenue,325 South Peck Ave.,Manhattan Beach,90266-2478,CA,(310) 318-7345,5902.0,www.mbusd.org,,,,,,54,Unified School District,,,,,,,,,,,33.877355,-118.38744,Michael,Matthews,mmatthews@mbusd.org,,,,,,,2015-06-23
30665553033206,S,Laguna Beach High,Laguna Beach Unified,Orange,222,74,572.0,585.0,577.0,62.0,30665553033206,620370.0,2454.0,Active,Orange,Laguna Beach Unified,Laguna Beach High,625 Park Avenue,625 Park Ave.,Laguna Beach,92651-2340,CA,625 Park Avenue,625 Park Ave.,Laguna Beach,92651,CA,(949) 497-7750,,www.lbusd.org/page.cfm?p522,1980-07-01,,0.0,,,54,Unified School District,66.0,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,0.0,33.542036,-117.77795,Christopher,Herzfeld,cherzfeld@lbusd.org,,,,,,,2016-05-16
19647251995539,S,California Academy of Mathematics and Science,Long Beach Unified,Los Angeles,161,155,581.0,602.0,579.0,137.0,19647251995539,622500.0,9901.0,Active,Los Angeles,Long Beach Unified,California Academy of Mathematics and Science,"1000 East Victoria Street, Building SAC3 rm3117","1000 East Victoria St., Bldg. SAC3 rm3117",Carson,90747-0001,CA,"1000 East Victoria Street, Building SAC3 rm3117","1000 East Victoria St., Bldg. SAC3 rm3117",Carson,90747-0001,CA,(310) 243-2025,,,1990-07-20,,0.0,,,54,Unified School District,66.0,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,1.0,33.867102,-118.25869,Wendy,Poffenberger,wpoffenberger@lbschools.net,,,,,,,2016-07-28
21654822132587,S,Redwood High,Tamalpais Union High,Marin,354,241,583.0,593.0,579.0,206.0,21654822132587,638790.0,6523.0,Active,Marin,Tamalpais Union High,Redwood High,395 Doherty Drive,395 Doherty Dr.,Larkspur,94939-1536,CA,395 Doherty Drive,395 Doherty Dr.,Larkspur,94939-1536,CA,(415) 924-6200,,www.redwood.org,1958-07-01,,0.0,,,56,High School District,66.0,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,0.0,37.938165,-122.53266,David,Sondheim,dsondheim@tamdistrict.org,,,,,,,2015-08-03
12101240115097,S,Northcoast Preparatory and Performing Arts Academy,Humboldt County Office of Education,Humboldt,36,35,620.0,534.0,579.0,32.0,12101240115097,691009.0,11934.0,Closed,Humboldt,Humboldt County Office of Education,Northcoast Preparatory and Performing Arts Academy,285 Bayside Road,285 Bayside Rd.,Arcata,95521-6463,CA,PO Box 276,PO Box 276,Arcata,95518,CA,,,www.northcoastprep.org,2007-08-27,2016-07-11,1.0,0930,Directly funded,0,County Office of Education (COE),66.0,High Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,9-12,6-12,N,0.0,40.863604,-124.07508,,,,,,,,,,2016-07-11
12101240000000,D,,Humboldt County Office of Education,Humboldt,70,35,620.0,534.0,579.0,32.0,12101240000000,691009.0,,Active,Humboldt,Humboldt County Office of Education,,901 Myrtle Avenue,901 Myrtle Ave.,Eureka,95501-1219,CA,901 Myrtle Avenue,901 Myrtle Ave.,Eureka,95501-1219,CA,(707) 445-7000,,www.humboldt.k12.ca.us,,,,,,0,County Office of Education (COE),,,,,,,,,,,40.800627,-124.14983,Garry,Eagles,superintendent@hcoe.org,,,,,,,2016-07-20
56738740000000,D,,Oak Park Unified,Ventura,425,263,576.0,583.0,581.0,205.0,56738740000000,627850.0,,Active,Ventura,Oak Park Unified,,5801 East Conifer Street,5801 East Conifer St.,Oak Park,91377-1002,CA,5801 East Conifer Street,5801 East Conifer St.,Oak Park,91377-1002,CA,(818) 735-3200,,www.oakparkusd.org,,,,,,54,Unified School District,,,,,,,,,,,34.170989,-118.76576,Anthony,Knight,tknight@opusd.org,,,,,,,2016-08-23
37682963731528,S,Westview High,Poway Unified,San Diego,560,438,583.0,608.0,581.0,343.0,37682963731528,631530.0,10632.0,Active,San Diego,Poway Unified,Westview High,13500 Camino Del Sur,13500 Camino Del Sur,San Diego,92129-4465,CA,13500 Camino Del Sur,13500 Camino Del Sur,San Diego,92129-4465,CA,(858) 780-2000,,www.powayusd.com/pusdwvhs,2002-08-27,,0.0,,,54,Unified School District,66.0,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,P,0.0,32.965082,-117.14808,Todd,Cassen,tcassen@powayusd.com,,,,,,,2015-06-18
1611190130609,S,Alameda Community Learning Center,Alameda Unified,Alameda,26,20,575.0,593.0,581.0,16.0,1611190130609,601770.0,8673.0,Active,Alameda,Alameda Unified,Alameda Community Learning Center,1900 Third Street,1900 Third St.,Alameda,94501-1851,CA,1900 Third Street,1900 Third St.,Alameda,94501-1851,CA,(510) 995-4300,,www.alamedaclc.org,2001-08-30,,1.0,0352,Directly funded,54,Unified School District,65.0,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,6-12,6-12,N,0.0,37.779051,-122.28703,Patti,Wilczek,patti.wilczek@clcschools.org,David,Hoopes,david.hoopes@alamedaclc.org,,,,2016-04-19
7618040000000,D,,San Ramon Valley Unified,Contra Costa,2441,1724,582.0,612.0,581.0,1403.0,7618040000000,635130.0,,Active,Contra Costa,San Ramon Valley Unified,,699 Old Orchard Drive,699 Old Orchard Dr.,Danville,94526-4331,CA,699 Old Orchard Drive,699 Old Orchard Dr.,Danville,94526-4331,CA,(925) 552-5500,,www.srvusd.net,,,,,,54,Unified School District,,,,,,,,,,,37.812241,-121.97705,Mary,Shelton,superintendent@srvusd.net,,,,,,,2016-06-13
30666703030723,S,OCSA,Santa Ana Unified,Orange,360,243,590.0,565.0,582.0,198.0,30666703030723,635310.0,8546.0,Active,Orange,Santa Ana Unified,OCSA,1010 North Main Street,1010 North Main St.,Santa Ana,92701-3608,CA,1010 North Main Street,1010 North Main St.,Santa Ana,92701-3608,CA,(714) 560-9000,,www.ocsarts.net/,2000-09-01,,1.0,0290,Directly funded,54,Unified School District,66.0,High Schools (Public),TRAD,Traditional,HS,High School,7-12,7-12,N,0.0,33.754066,-117.8676,Steven,Wagner,steven.wagner@ocsarts.net,,,,,,,2015-08-17
34674473435930,S,Mira Loma High,San Juan Unified,Sacramento,418,236,594.0,624.0,583.0,189.0,34674473435930,634620.0,5799.0,Active,Sacramento,San Juan Unified,Mira Loma High,4000 Edison Avenue,4000 Edison Ave.,Sacramento,95821-2825,CA,4000 Edison Avenue,4000 Edison Ave.,Sacramento,95821-2825,CA,(916) 971-7465,,,1980-07-01,,0.0,,,54,Unified School District,66.0,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,1.0,38.634239,-121.37089,Lynne,Tracy,ltracy@sanjuan.edu,,,,,,,2016-10-11
30736503030152,S,Irvine High,Irvine Unified,Orange,461,249,568.0,609.0,583.0,192.0,30736503030152,684500.0,7059.0,Active,Orange,Irvine Unified,Irvine High,4321 Walnut Avenue,4321 Walnut Ave.,Irvine,92604-2239,CA,4321 Walnut Avenue,4321 Walnut Ave.,Irvine,92604-2239,CA,(949) 936-7000,,www.iusd.org/ihs,1980-07-01,,0.0,,,54,Unified School District,66.0,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,0.0,33.701535,-117.78289,Monica,Colunga,monicacolunga@iusd.org,,,,,,,2015-06-18
56738745630132,S,Oak Park High,Oak Park Unified,Ventura,374,248,580.0,591.0,586.0,198.0,56738745630132,627850.0,7253.0,Active,Ventura,Oak Park Unified,Oak Park High,899 Kanan Road,899 Kanan Rd.,Oak Park,91377-3904,CA,899 Kanan Road,899 Kanan Rd.,Oak Park,91377-3904,CA,(818) 735-3300,,,1980-07-01,,0.0,,,54,Unified School District,66.0,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,0.0,34.181078,-118.76525,Kevin,Buchanan,kbuchanan@opusd.org,,,,,,,2016-08-23
57726780000000,D,,Davis Joint Unified,Yolo,766,541,595.0,613.0,586.0,463.0,57726780000000,610620.0,,Active,Yolo,Davis Joint Unified,,526 B Street,526 B St.,Davis,95616-3811,CA,526 B Street,526 B St.,Davis,95616-3811,CA,(530) 757-5300,142.0,www.djusd.k12.ca.us/district,,,,,,54,Unified School District,,,,,,,,,,,38.546867,-121.74545,John,Bowes,superintendent@djusd.k12.ca.us,,,,,,,2016-07-01
37683460000000,D,,San Dieguito Union High,San Diego,2124,1422,586.0,609.0,586.0,1178.0,37683460000000,634380.0,,Active,San Diego,San Dieguito Union High,,710 Encinitas Boulevard,710 Encinitas Blvd.,Encinitas,92024-3357,CA,710 Encinitas Boulevard,710 Encinitas Blvd.,Encinitas,92024-3357,CA,(760) 753-6491,,www.sduhsd.net,,,,,,56,High School District,,,,,,,,,,,33.048709,-117.27631,Eric,Dill,eric.dill@sduhsd.net,,,,,,,2016-08-01
1751010130096,S,Foothill High,Pleasanton Unified,Alameda,522,394,585.0,607.0,587.0,326.0,1751010130096,600020.0,9279.0,Active,Alameda,Pleasanton Unified,Foothill High,4375 Foothill Road,4375 Foothill Rd.,Pleasanton,94588-9799,CA,4375 Foothill Road,4375 Foothill Rd.,Pleasanton,94588-9799,CA,(925) 461-6600,,www.pleasanton.k12.ca.us/foothill,1980-07-01,,0.0,,,54,Unified School District,66.0,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,P,0.0,37.671579,-121.91994,Jason,Krolikowski,jkrolikowski@pleasantonusd.net,,,,,,,2015-06-18
7616300730283,S,Acalanes High,Acalanes Union High,Contra Costa,296,234,586.0,604.0,587.0,195.0,7616300730283,601650.0,32.0,Active,Contra Costa,Acalanes Union High,Acalanes High,1200 Pleasant Hill Road,1200 Pleasant Hill Rd.,Lafayette,94549-2623,CA,1200 Pleasant Hill Road,1200 Pleasant Hill Rd.,Lafayette,94549-2623,CA,(925) 280-3970,,,1940-07-01,,0.0,,,56,High School District,66.0,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,0.0,37.904313,-122.09906,Allison,Silvestri,asilvestri@acalanes.k12.ca.us,,,,,,,2015-06-18
19643110000000,D,,Beverly Hills Unified,Los Angeles,456,219,574.0,589.0,588.0,173.0,19643110000000,604830.0,,Active,Los Angeles,Beverly Hills Unified,,255 South Lasky Drive,255 South Lasky Dr.,Beverly Hills,90212-3644,CA,255 South Lasky Drive,255 South Lasky Dr.,Beverly Hills,90212-3644,CA,(310) 551-5100,2210.0,www.bhusd.org,,,,,,54,Unified School District,,,,,,,,,,,34.062922,-118.41006,Steve,Kessler,skessler@bhusd.org,,,,,,,2015-06-24
19643111930981,S,Beverly Hills High,Beverly Hills Unified,Los Angeles,439,219,574.0,589.0,588.0,173.0,19643111930981,604830.0,471.0,Active,Los Angeles,Beverly Hills Unified,Beverly Hills High,241 Moreno Drive,241 Moreno Dr.,Beverly Hills,90212-3639,CA,241 Moreno Drive,241 Moreno Dr.,Beverly Hills,90212-3639,CA,(310) 229-3685,8300.0,,1980-07-01,,0.0,,,54,Unified School District,66.0,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,0.0,34.06208,-118.41057,David,Jackson,djackson@bhusd.org,,,,,,,2015-07-22
43696094334728,S,Mountain View High,Mountain View-Los Altos Union High,Santa Clara,456,336,594.0,617.0,589.0,271.0,43696094334728,626310.0,3930.0,Active,Santa Clara,Mountain View-Los Altos Union High,Mountain View High,3535 Truman Avenue,3535 Truman Ave.,Mountain View,94040-4559,CA,3535 Truman Avenue,3535 Truman Ave.,Mountain View,94040-4559,CA,(650) 940-4600,,,1980-07-01,,0.0,,,56,High School District,66.0,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,0.0,37.358192,-122.06863,David,Grissom,david.grissom@mvla.net,,,,,,,2015-06-18
43695344334371,S,Los Gatos High,Los Gatos-Saratoga Joint Union High,Santa Clara,484,379,595.0,608.0,589.0,328.0,43695344334371,622800.0,3486.0,Active,Santa Clara,Los Gatos-Saratoga Joint Union High,Los Gatos High,20 High School Court,20 High School Ct.,Los Gatos,95030-6917,CA,20 High School Court,20 High School Ct.,Los Gatos,95030-6917,CA,(408) 354-2730,,,1980-07-01,,0.0,,,56,High School District,66.0,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,0.0,37.221218,-121.97707,Kristina,Grasty,kgrasty@lgsuhsd.org,,,,,,,2015-12-18
1751010000000,D,,Pleasanton Unified,Alameda,1270,882,591.0,611.0,590.0,736.0,1751010000000,600020.0,,Active,Alameda,Pleasanton Unified,,4665 Bernal Avenue,4665 Bernal Ave.,Pleasanton,94566-7498,CA,4665 Bernal Avenue,4665 Bernal Ave.,Pleasanton,94566-7498,CA,(925) 462-5500,,www.pleasantonusd.net,,,,,,54,Unified School District,,,,,,,,,,,37.657265,-121.88245,Richard,Rubino,rrubino@pleasantonusd.net,,,,,,,2016-07-19
57726785732201,S,Davis Senior High,Davis Joint Unified,Yolo,587,457,596.0,620.0,590.0,386.0,57726785732201,610620.0,1176.0,Active,Yolo,Davis Joint Unified,Davis Senior High,315 West 14th Street,315 West 14th St.,Davis,95616-1914,CA,315 West 14th Street,315 West 14th St.,Davis,95616-1914,CA,(530) 757-5400,,,1980-07-01,,0.0,,,54,Unified School District,66.0,High Schools (Public),TRAD,Traditional,HS,High School,10-12,10-12,N,0.0,38.555887,-121.75123,William,Brown,wbrown@djusd.net,,,,,,,2015-06-18
43694684333316,S,Homestead High,Fremont Union High,Santa Clara,606,412,586.0,627.0,591.0,338.0,43694684333316,614430.0,1697.0,Active,Santa Clara,Fremont Union High,Homestead High,21370 Homestead Road,21370 Homestead Rd.,Cupertino,95014-0203,CA,21370 Homestead Road,21370 Homestead Rd.,Cupertino,95014-0203,CA,(408) 522-2500,,,1980-07-01,,0.0,,,56,High School District,66.0,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,P,0.0,37.3366,-122.04887,Greg,Giglio,greg_giglio@fuhsd.org,,,,,,,2015-06-18
19642610000000,D,,Arcadia Unified,Los Angeles,925,629,579.0,635.0,592.0,539.0,19642610000000,602970.0,,Active,Los Angeles,Arcadia Unified,,150 South 3rd Avenue,150 South 3rd Ave.,Arcadia,91006-3703,CA,150 South 3rd Avenue,150 South 3rd Ave.,Arcadia,91006-3703,CA,(626) 821-8300,,www.ausd.k12.ca.us,,,,,,54,Unified School District,,,,,,,,,,,34.138486,-118.02343,David,Vannasdall,dvannasdall@ausd.net,,,,,,,2015-06-23
1611760130062,S,American High,Fremont Unified,Alameda,457,309,573.0,608.0,592.0,243.0,1611760130062,614400.0,1654.0,Active,Alameda,Fremont Unified,American High,36300 Fremont Boulevard,36300 Fremont Blvd.,Fremont,94536-3511,CA,36300 Fremont Boulevard,36300 Fremont Blvd.,Fremont,94536-3511,CA,(510) 796-1776,,,1972-07-01,,0.0,,,54,Unified School District,66.0,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,0.0,37.563645,-122.01747,Steven,Musto,smusto@fremont.k12.ca.us,,,,,,,2015-07-09
19648650000000,D,,Palos Verdes Peninsula Unified,Los Angeles,1080,738,584.0,617.0,592.0,611.0,19648650000000,629700.0,,Active,Los Angeles,Palos Verdes Peninsula Unified,,375 Via Almar,375 Via Almar,Palos Verdes Estates,90274-1277,CA,375 Via Almar,375 Via Almar,Palos Verdes Estates,90274-1277,CA,(310) 378-9966,404.0,www.pvpusd.net,,,,,,54,Unified School District,,,,,,,,,,,33.80068,-118.39524,Don,Austin,supt@pvpusd.net,,,,,,,2016-09-29
1751010130583,S,Amador Valley High,Pleasanton Unified,Alameda,650,488,596.0,614.0,592.0,410.0,1751010130583,600020.0,9282.0,Active,Alameda,Pleasanton Unified,Amador Valley High,1155 Santa Rita Road,1155 Santa Rita Rd.,Pleasanton,94566-6176,CA,1155 Santa Rita Road,1155 Santa Rita Rd.,Pleasanton,94566-6176,CA,(925) 461-6100,,www.pleasanton.k12.ca.us/amador,1980-07-01,,0.0,,,54,Unified School District,66.0,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,P,0.0,37.668296,-121.87327,Michael,Williams,mawilliams@pleasantonusd.net,,,,,,,2016-07-20
